Dist Code,Year,State Code,State Name,Dist Name,JANUARY RAINFALL (Millimeters),FEBRUARY RAINFALL (Millimeters),MARCH RAINFALL (Millimeters),APRIL RAINFALL (Millimeters),MAY RAINFALL (Millimeters),JUNE RAINFALL (Millimeters),JULY RAINFALL (Millimeters),AUGUST RAINFALL (Millimeters),SEPTEMBER RAINFALL (Millimeters),OCTOBER RAINFALL (Millimeters),NOVEMBER RAINFALL (Millimeters),DECEMBER RAINFALL (Millimeters)
510,2004,11,Tamil Nadu,Virudhunagar Kamarajar,6.4,4,8,59.1,49.4,14.2,40.3,3.8,135.6,156.4,152.7,9.2
510,2005,11,Tamil Nadu,Virudhunagar Kamarajar,0.6,0,43.2,138.1,50.8,1,28.2,643,41.9,256.9,225.2,143.5
510,2006,11,Tamil Nadu,Virudhunagar Kamarajar,12.4,0,1692,40.6,48.3,10.6,1.2,30.1,46.1,299.2,320,4.1
510,2007,11,Tamil Nadu,Virudhunagar Kamarajar,10.8,0,0,102.6,43.4,37.7,9.6,54.4,22.6,231.5,130.8,151.8
510,2008,11,Tamil Nadu,Virudhunagar Kamarajar,0.8,37.5,270,50.1,37.1,7.2,40.4,81.5,19.8,326.3,139.6,21.4
510,2009,11,Tamil Nadu,Virudhunagar Kamarajar,2.2,0,35.3,39.8,49.3,19.1,13.5,149.5,151.4,34.3,315.4,90.4
510,2010,11,Tamil Nadu,Virudhunagar Kamarajar,4.1,0,0,21.3,93.5,44,21.6,43.8,97.9,173.5,305,77.3
510,2011,11,Tamil Nadu,Virudhunagar Kamarajar,1.7,46.7,34.8,50.7,19.2,-1,-1,-1,-1,-1,-1,-1
510,2012,11,Tamil Nadu,Virudhunagar Kamarajar,23,0.9,1.1,71.4,70,0.2,20.6,34.5,24.8,221.9,38.6,4.1
510,2013,11,Tamil Nadu,Virudhunagar Kamarajar,1.7,40.6,51.5,16.8,20.7,16.8,0.5,130.2,42,137.1,86.9,72.7
510,2014,11,Tamil Nadu,Virudhunagar Kamarajar,3.3,1.7,14.3,20.6,156.3,22.6,10.7,66.3,44.7,160,116.7,31.4
510,2015,11,Tamil Nadu,Virudhunagar Kamarajar,2.5,7.4,23.6,69,108.6,15,30.4,28.6,80.4,105.2,282.6,126.3
510,2016,11,Tamil Nadu,Virudhunagar Kamarajar,3,0,1.7,3.1,77.6,6.9,60,24,25.7,72.5,42.9,57.9
510,2017,11,Tamil Nadu,Virudhunagar Kamarajar,23.2,6.2,38.1,14.2,92.4,10,24.1,122.5,137,125.7,67.6,139
512,1990,11,Tamil Nadu,Sivagangai Pasumpon,164.8,0.3,15.9,25.1,98.3,37,36.7,66.1,182.4,171,154.4,37.8
512,1991,11,Tamil Nadu,Sivagangai Pasumpon,38.8,0.2,0.4,38.9,25.9,80.3,13.2,81,92.8,318,48.3,48.4
512,1992,11,Tamil Nadu,Sivagangai Pasumpon,4.6,0,0,24.6,81.5,35.7,51.5,107.4,142.5,136.6,370.3,50.8
512,1993,11,Tamil Nadu,Sivagangai Pasumpon,0,18.2,2.7,0,43.7,112,79.8,119.2,56.5,166.2,338.6,165.8
512,1994,11,Tamil Nadu,Sivagangai Pasumpon,3,28.8,12.2,72.1,99.2,3.9,67.4,59.7,95.2,311.3,145.8,0.5
512,1995,11,Tamil Nadu,Sivagangai Pasumpon,17.5,4.9,25.3,63.4,152.1,92.5,48.3,76.9,94.3,144.9,88.8,0
512,1996,11,Tamil Nadu,Sivagangai Pasumpon,11.8,0,0,88.1,43.6,90.6,46.6,68.9,125.1,241.1,40.7,118
512,1997,11,Tamil Nadu,Sivagangai Pasumpon,7.4,13.6,6.2,36.7,53.4,57,57,17.4,145.5,190.1,350.9,165.3
512,1998,11,Tamil Nadu,Sivagangai Pasumpon,12.7,0,0,0.3,83.8,4.1,91.9,261.8,78.8,133.4,229.5,152.6
512,1999,11,Tamil Nadu,Sivagangai Pasumpon,0,16.2,0,79.7,47.3,1.9,36,58.4,52.8,236.1,102.8,40.2
512,2000,11,Tamil Nadu,Sivagangai Pasumpon,27.6,84.4,1.3,41.7,60.6,35.7,7.5,102.6,188.8,79.9,112.7,73.1
512,2001,11,Tamil Nadu,Sivagangai Pasumpon,8.8,3.4,2.1,96.2,50.2,13.7,150.5,22.1,52.4,175.2,137.9,23.1
512,2002,11,Tamil Nadu,Sivagangai Pasumpon,4.9,92.5,0,60.7,179,37.4,14.3,118.7,39.3,318.8,145.6,21.6
512,2003,11,Tamil Nadu,Sivagangai Pasumpon,0.3,14,10.7,47.1,89.7,46.8,120.9,150.7,76.6,163.8,92.5,0
512,2004,11,Tamil Nadu,Sivagangai Pasumpon,0,0,6.3,36,156.8,22.1,50.4,51.8,292.9,281.6,182.5,29
512,2005,11,Tamil Nadu,Sivagangai Pasumpon,0,24.1,28.5,144.7,89.6,30.3,78.3,79.3,75.8,310.7,258.8,169.1
512,2006,11,Tamil Nadu,Sivagangai Pasumpon,205,0,702,61.2,52.7,57.7,19.2,68.2,95,257.3,239.6,24.3
512,2007,11,Tamil Nadu,Sivagangai Pasumpon,1.4,4.1,1.3,83.2,90,93.3,19.7,115.2,45.3,117.7,101,214.4
512,2008,11,Tamil Nadu,Sivagangai Pasumpon,0.9,51,255.9,43.8,21.1,65.4,66.3,147.8,52.3,230.2,166.8,59
512,2009,11,Tamil Nadu,Sivagangai Pasumpon,1.4,0,0.6,74.4,48.1,15.3,54.1,30,27.9,115,405.4,133
512,2010,11,Tamil Nadu,Sivagangai Pasumpon,35.9,0.1,4.6,43.2,36.6,76.8,91.9,82,245.3,203.8,236.3,98.5
512,2011,11,Tamil Nadu,Sivagangai Pasumpon,6,11.7,3.1,67.4,35.9,-1,-1,-1,-1,-1,-1,-1
512,2012,11,Tamil Nadu,Sivagangai Pasumpon,5.7,0.3,2.4,30.4,68.5,6,51.8,83.4,87.3,258.4,35.3,9.5
512,2013,11,Tamil Nadu,Sivagangai Pasumpon,13.2,46,52.7,0.6,78.3,34.2,21,177.9,36.3,146.5,57.3,60.8
512,2014,11,Tamil Nadu,Sivagangai Pasumpon,12.4,2.5,1.6,0.1,178.9,6.4,31.1,134,128.5,267.9,119.2,81.7
512,2015,11,Tamil Nadu,Sivagangai Pasumpon,17.1,1.7,29.7,126.5,112.9,57.2,107.1,122.5,81.4,71.9,296.4,93.2
512,2016,11,Tamil Nadu,Sivagangai Pasumpon,0,0,1.3,12.5,157.9,39.4,94.9,134.4,111.4,65.3,21.5,72.3
512,2017,11,Tamil Nadu,Sivagangai Pasumpon,73.5,1.1,39.3,9.8,58.2,127.7,89.2,184,125.5,118.3,82.9,58.1
513,1990,11,Tamil Nadu,Chidambanar Toothukudi,161.1,0.4,29.6,0,15.2,0,0,10.9,18.7,274.3,254.5,59.9
513,1991,11,Tamil Nadu,Chidambanar Toothukudi,61.7,4.6,47.6,17.2,15,44.8,15.6,0.7,44.9,247,153.5,18.2
513,1992,11,Tamil Nadu,Chidambanar Toothukudi,22.7,0,0,13.4,55.6,2,9.2,9.6,53.1,117.2,309.3,103.2
513,1993,11,Tamil Nadu,Chidambanar Toothukudi,0.7,4,12.8,36.7,24.6,11.7,4.4,7.6,35.3,107.9,330.6,236.9
513,1994,11,Tamil Nadu,Chidambanar Toothukudi,26.8,53.6,17.4,75.9,19.4,0.7,5.8,12,32.3,200.9,195,8.1
513,1995,11,Tamil Nadu,Chidambanar Toothukudi,30,23.4,66.9,105.6,69,1.4,6.7,19.7,36.6,100.7,45,2.6
513,1996,11,Tamil Nadu,Chidambanar Toothukudi,23.5,2.8,6.6,58.2,15.6,16.6,5.8,32.8,80.5,227.9,76,60.9
513,1997,11,Tamil Nadu,Chidambanar Toothukudi,5.6,23.1,14,33,105.2,0,4.9,7.3,16.7,216.4,259.1,314.2
513,1998,11,Tamil Nadu,Chidambanar Toothukudi,10.3,0.2,0,17.7,83.2,2.8,56.2,19.5,33.4,37.3,190.6,260.5
513,1999,11,Tamil Nadu,Chidambanar Toothukudi,11.6,44.1,1.2,6,7.2,1.7,10,4.2,18.7,176.5,94.8,36.2
513,2000,11,Tamil Nadu,Chidambanar Toothukudi,33.7,122.5,21.6,32,12.3,12.1,21.8,28.7,50.1,43.1,178.6,133.5
513,2001,11,Tamil Nadu,Chidambanar Toothukudi,20,50.3,0.9,93.3,23.6,5.5,12.1,1.2,38.7,143.1,111.4,32.7
513,2002,11,Tamil Nadu,Chidambanar Toothukudi,6.1,59.3,5.5,33.9,72.4,3.9,2.5,3.7,17.6,192.8,146.8,17.4
513,2003,11,Tamil Nadu,Chidambanar Toothukudi,0.3,59.6,32.8,58.5,21.1,16.5,5.6,10.2,15.8,96.9,215.8,6.8
513,2004,11,Tamil Nadu,Chidambanar Toothukudi,15.2,26.5,4.7,24.7,79.2,2,5.3,4.4,139.4,250.5,251.6,49.3
513,2005,11,Tamil Nadu,Chidambanar Toothukudi,9.1,50.9,19.9,130.8,16.7,0.7,19.6,14.9,13.2,993,235,119.3
513,2006,11,Tamil Nadu,Chidambanar Toothukudi,36.1,0,92.5,26.3,21.1,6,0.4,7.9,47.8,309.8,337.2,24.7
513,2007,11,Tamil Nadu,Chidambanar Toothukudi,32.2,8,0.6,56.8,7,11.4,30.9,37.9,21.5,196.2,111.9,62.3
513,2008,11,Tamil Nadu,Chidambanar Toothukudi,3.8,91.1,264.6,58.9,0.4,3.3,9,49.9,3.5,349.6,180,54.5
513,2009,11,Tamil Nadu,Chidambanar Toothukudi,6.8,0,16.8,79.5,17,184,635.6,233.9,211.7,161.5,658.1,73.4
513,2010,11,Tamil Nadu,Chidambanar Toothukudi,17.6,2.5,19,60.3,111,4.4,7.9,29.3,67.9,97,300.9,125.6
513,2011,11,Tamil Nadu,Chidambanar Toothukudi,2.3,11.4,1.9,39.8,4.3,-1,-1,-1,-1,-1,-1,-1
513,2012,11,Tamil Nadu,Chidambanar Toothukudi,2.9,0,0.2,46.2,79.7,24.5,28.3,82.3,68.9,218.6,69.5,5.8
513,2013,11,Tamil Nadu,Chidambanar Toothukudi,10.1,35.4,32.6,12.8,4.5,0.9,0.4,5.1,7.4,72,152.8,76.8
513,2014,11,Tamil Nadu,Chidambanar Toothukudi,24.4,7,16.7,5.5,137.2,7.8,2,20,22.1,334.7,186.9,64
513,2015,11,Tamil Nadu,Chidambanar Toothukudi,2.4,7.2,33.5,41.2,68.4,15,1,12.7,31.3,134.3,367.7,162.4
513,2016,11,Tamil Nadu,Chidambanar Toothukudi,0,3.4,18.7,3.8,27,3.7,11.9,1.1,1.9,39,106.4,13.4
513,2017,11,Tamil Nadu,Chidambanar Toothukudi,18.5,0.3,16.6,0.6,19.5,1.2,1.9,32.3,70,45.8,153,154.8
521,1990,11,Tamil Nadu,Thiruvannamalai,0,0,0,0,0,16.3,53.4,117.3,159.1,105.6,138.8,47.9
521,1991,11,Tamil Nadu,Thiruvannamalai,4.3,0.5,0,11.8,5.2,150.5,16.2,137.4,151.9,268.7,371.1,14.8
521,1992,11,Tamil Nadu,Thiruvannamalai,8.3,0,0,6.1,24.2,29,64.9,52.9,118.1,157.9,303,18.7
521,1993,11,Tamil Nadu,Thiruvannamalai,0,2.1,0.8,0,39.4,60.8,52.1,86,172.9,156.9,251.5,147.5
521,1994,11,Tamil Nadu,Thiruvannamalai,1.4,2.4,0,3.2,68.6,26.5,86.2,195.9,115.2,213.7,323.3,43.9
521,1995,11,Tamil Nadu,Thiruvannamalai,29.7,0.4,19.2,4,239.2,136.3,113.5,180.4,163.8,135.8,44.7,0
521,1996,11,Tamil Nadu,Thiruvannamalai,0,0.2,0,56.4,38.7,224.1,47.6,189.6,329.9,189,121.5,429.6
521,1997,11,Tamil Nadu,Thiruvannamalai,8.8,10.1,4.2,24.5,55.7,84.9,54,75.7,162.1,247.8,271.4,161.6
521,1998,11,Tamil Nadu,Thiruvannamalai,0,0,0,1.4,49.4,4.6,29.7,138.8,141.3,170.1,261.3,142.8
521,1999,11,Tamil Nadu,Thiruvannamalai,0.9,0,0,12.9,44.4,15,16.1,96.5,74.3,174.4,142.4,70.8
521,2000,11,Tamil Nadu,Thiruvannamalai,0.8,52.1,0,6.1,68.3,69,43.5,96.7,186.3,198.8,108.5,77
521,2001,11,Tamil Nadu,Thiruvannamalai,0.7,0,0,43,39,24.2,120.5,63.1,188.7,237.3,51.4,64.5
521,2002,11,Tamil Nadu,Thiruvannamalai,4.3,1,0,1.4,92,75.4,41.3,52.6,75,168.3,115.1,62.1
521,2003,11,Tamil Nadu,Thiruvannamalai,0,0,39.4,20.5,27.4,36.4,216.5,337.5,163.3,214.5,109.2,13.9
521,2004,11,Tamil Nadu,Thiruvannamalai,0,0,0,56.5,453.7,39.1,166.2,8.9,346.8,233.9,149.4,1.1
521,2005,11,Tamil Nadu,Thiruvannamalai,0,6,15.2,66.6,100.9,35.4,73.1,112.4,225.6,316.6,314.3,169.7
521,2006,11,Tamil Nadu,Thiruvannamalai,3.5,0,37,19.5,36,96.7,23.5,91.8,154.8,243.6,155.8,63.3
521,2007,11,Tamil Nadu,Thiruvannamalai,0,27.7,0,54.2,23.2,79.2,170.5,163.8,72.4,245.9,77.9,278
521,2008,11,Tamil Nadu,Thiruvannamalai,14.2,9,97.2,27.9,59.2,57.6,88.8,111.9,142.7,186.6,315.1,40.3
521,2009,11,Tamil Nadu,Thiruvannamalai,6.4,0,1,0,31.1,44.5,17.5,120.7,251.7,17.4,154.1,67.3
521,2010,11,Tamil Nadu,Thiruvannamalai,9.5,0,0,19.7,112.4,107.9,114.4,113.5,175.5,115.3,350.6,188.7
521,2011,11,Tamil Nadu,Thiruvannamalai,0.6,44.6,0,79.7,26.3,-1,-1,-1,-1,-1,-1,-1
521,2012,11,Tamil Nadu,Thiruvannamalai,0,0,0.1,14.2,42.6,28.8,171.7,187.9,110.2,263.9,141.4,99.7
521,2013,11,Tamil Nadu,Thiruvannamalai,0,4,14.7,2,55.7,33.6,54.7,167.2,149.7,179.3,135,17.2
521,2014,11,Tamil Nadu,Thiruvannamalai,0,10,0,0,94.9,67.4,68.9,149.2,160,123.3,66.2,59.4
521,2015,11,Tamil Nadu,Thiruvannamalai,0,0,1.8,114.7,61,81.3,92.1,175.8,124.9,127.3,326.4,142
521,2016,11,Tamil Nadu,Thiruvannamalai,9,0,0,0,84.1,103.5,116.3,95.9,103.3,64.8,6.1,101.6
521,2017,11,Tamil Nadu,Thiruvannamalai,47,0,4.9,3.4,49.2,55.6,69.1,366.5,130.7,276.5,80.4,168
542,1993,11,Tamil Nadu,Nagapattinam,0,7.1,10.5,7.1,25.3,34.6,61.6,75.8,86.2,302.8,593.7,459.9
542,1994,11,Tamil Nadu,Nagapattinam,18.9,100.6,0.4,11.4,29.9,1.1,33.7,27.4,27.2,130.4,449.1,121.1
542,1995,11,Tamil Nadu,Nagapattinam,75.3,4.8,20.7,19.4,156.4,59.2,86.6,44.6,92.3,218.7,290.2,47.2
542,1996,11,Tamil Nadu,Nagapattinam,9.7,0,0,47.3,20,150.3,27.3,163.4,168.7,148.6,425.2,496.6
542,1998,11,Tamil Nadu,Nagapattinam,0,0,0,0,0,7.4,27,115,81.5,114.9,401.7,519.4
542,1999,11,Tamil Nadu,Nagapattinam,21.6,82.2,0.3,49.6,49.6,73,33.1,30.5,42.3,285,480.6,131.7
542,2000,11,Tamil Nadu,Nagapattinam,213.2,180.8,1,18,7.5,34,12.1,54.9,99.7,148.9,390.7,203.3
542,2001,11,Tamil Nadu,Nagapattinam,6,0,0,43.7,89.9,50.6,63,57.3,87,204,268.3,345.8
542,2002,11,Tamil Nadu,Nagapattinam,64.3,274.4,0,0,32.2,35.3,41.1,19.9,51,368.5,282,127.2
542,2003,11,Tamil Nadu,Nagapattinam,8.9,0.6,14.4,19.6,29.5,25,82.2,89.8,60.5,209.9,492.3,84.4
542,2004,11,Tamil Nadu,Nagapattinam,9.5,4.7,10.3,0,337.4,1.4,38.1,71.2,236.3,639.5,378.5,67.3
542,2005,11,Tamil Nadu,Nagapattinam,2.8,0,8,190,28.3,6.1,34.7,88.4,161.9,216.1,821,128.8
542,2006,11,Tamil Nadu,Nagapattinam,36.7,0,35.7,52.9,40,17.3,4.8,67.7,90.3,456.3,361.7,80.7
542,2007,11,Tamil Nadu,Nagapattinam,0,36.9,0,14.7,5.9,35.9,54,199.4,72.3,483,159.1,423.4
542,2008,11,Tamil Nadu,Nagapattinam,64.1,12.4,328.6,8.2,33.7,33.7,19.3,66,56.8,247.5,786.5,188.4
542,2009,11,Tamil Nadu,Nagapattinam,58.3,0,176.5,81.8,29.8,28.5,28.7,93.4,108.5,26.8,248.8,26.5
542,2010,11,Tamil Nadu,Nagapattinam,2.7,0,0,47.3,102.1,70.8,31,171.2,113.2,151.7,499.8,390.1
542,2011,11,Tamil Nadu,Nagapattinam,17.3,28,0,56.7,22.2,-1,-1,-1,-1,-1,-1,-1
542,2012,11,Tamil Nadu,Nagapattinam,12,0.1,6.8,3.9,12,8,39.7,46.6,140.3,599.6,104.7,45.1
542,2013,11,Tamil Nadu,Nagapattinam,30.3,23.5,31.2,0.2,8.3,39.6,28.4,144,104.1,107.7,311.3,201.3
542,2014,11,Tamil Nadu,Nagapattinam,13.7,8,0,0,156.7,35,51.6,98.3,35.5,459.8,351.6,204.8
542,2015,11,Tamil Nadu,Nagapattinam,19.8,0,0.3,51.9,109.9,66.1,30.3,62.7,27.9,112.3,783.9,482.6
542,2016,11,Tamil Nadu,Nagapattinam,0.6,0.2,0,0,166.4,53.8,24.2,125.6,41.9,69.2,122,57.4
542,2017,11,Tamil Nadu,Nagapattinam,139.4,6.9,48.7,0,2.7,38.5,39.4,130.1,91,239,704.9,188.4
543,1995,11,Tamil Nadu,Villupuram,0,0,0,0,0,38.9,130.4,106.1,176.1,108,61.6,0
543,1996,11,Tamil Nadu,Villupuram,0,0,0,62.4,2.1,130.7,17.6,217,258.9,122.8,137.4,593.9
543,1998,11,Tamil Nadu,Villupuram,0,0,0,0,0,16.6,63.5,104.1,141.4,195.3,295.3,348.1
543,1999,11,Tamil Nadu,Villupuram,0,0,0,18.8,11.6,21.7,27,37.3,37.9,229,273.8,144.6
543,2000,11,Tamil Nadu,Villupuram,4.1,91.8,0,22,81.7,51.5,34.6,65.4,101.1,152.2,96,72.3
543,2001,11,Tamil Nadu,Villupuram,0,0,0,57.2,34.2,15.3,85.6,82.4,100.8,155.6,86.5,72.6
543,2002,11,Tamil Nadu,Villupuram,21.8,20.5,0,0,58.6,65.7,47,43.3,68,160.8,87.8,94.5
543,2003,11,Tamil Nadu,Villupuram,0,0,19.5,5.3,25.3,20.3,71.4,435,109.3,233.8,269.5,27.5
543,2004,11,Tamil Nadu,Villupuram,22.5,0,0,27,464.3,56,98.8,19.3,354.8,295.1,229.9,0.2
543,2005,11,Tamil Nadu,Villupuram,0,1,53.3,45.8,69.8,15.8,20.3,101.5,188.5,196.2,497.5,194.5
543,2006,11,Tamil Nadu,Villupuram,5.9,0,39.6,16,59,91.9,40,118.1,102.3,312.2,212,75.1
543,2007,11,Tamil Nadu,Villupuram,0,4.8,0,14,30,18.8,103.3,191.5,60.8,355.2,114.6,307.1
543,2008,11,Tamil Nadu,Villupuram,36,85.9,128,19.6,84.4,37.3,69.1,101.1,85,241,486.8,43.6
543,2009,11,Tamil Nadu,Villupuram,3,0,23.8,0,20.5,29.7,38.9,119.8,89.6,74.6,607.3,278.6
543,2010,11,Tamil Nadu,Villupuram,41.3,0,0,0,71.6,120.6,44.6,168.5,187.4,113.6,447.8,193.6
543,2011,11,Tamil Nadu,Villupuram,8.6,15.3,0,94.1,10.3,-1,-1,-1,-1,-1,-1,-1
543,2012,11,Tamil Nadu,Villupuram,7.3,0,0,0.1,6.4,27,83.7,146.8,106.4,359.5,119.3,41.9
543,2013,11,Tamil Nadu,Villupuram,0.1,5.8,18.1,1,13.9,33.2,53.6,188.2,129,123.3,137.5,86.8
543,2014,11,Tamil Nadu,Villupuram,0,14,0,0,115.2,91.1,48.4,160.1,120.5,218.6,121.6,73.7
543,2015,11,Tamil Nadu,Villupuram,3,0,0,87.6,68.1,14.5,76.8,113.3,84,78.6,554.9,292.5
543,2016,11,Tamil Nadu,Villupuram,0,0.2,0,0,88.7,53.2,125.1,73.4,77.9,89.5,11.1,74.7
543,2017,11,Tamil Nadu,Villupuram,40.2,0,8.2,0,41.6,72.2,73.9,190.1,105.1,226.5,174.8,134.4
999,1990,11,Tamil Nadu,Chennai,6.5,2.9,16,0,408,20.3,96.7,55.7,195,573.5,309.3,91.9
999,1991,11,Tamil Nadu,Chennai,4,1,0,0,0,263.9,79.3,106.7,189,320.2,466.9,1.5
999,1992,11,Tamil Nadu,Chennai,12.3,0,0,38.6,50.3,6.1,85.9,170.5,80.5,90,535.4,102.3
999,1993,11,Tamil Nadu,Chennai,0,0,2,0,58.1,49.4,72.2,112.1,52.9,258.1,355.1,283.7
999,1994,11,Tamil Nadu,Chennai,0.2,9.8,0,0,75,53.1,77.1,102.7,38.3,402.3,551.1,225.2
999,1995,11,Tamil Nadu,Chennai,172.6,0,32.5,0,304.3,18.9,103.1,256.8,186.7,249.1,274.3,0.9
999,1996,11,Tamil Nadu,Chennai,0.9,0,0,15.8,15,697.5,65.4,77.4,314.5,446.6,333.3,442.5
999,1997,11,Tamil Nadu,Chennai,8.3,8.9,0,50.2,0.6,75.6,40.5,92.1,141.2,265.3,822.1,418.1
999,1998,11,Tamil Nadu,Chennai,1.2,0,1.9,12.6,26.2,34.5,92.3,113.2,62.8,144.9,400.2,226.2
999,1999,11,Tamil Nadu,Chennai,7.6,0.1,0,52.5,9.2,110.2,74.5,188.4,148.6,273.9,176.3,67.5
